episode,theta,theta_dot,u
0,-0.0410497475550414,0.16715289065475034,-0.3171939554578249
0,-0.039443601916479255,0.16061456385621428,-0.3047667769636533
0,-0.030219031413555485,0.9224570502923769,12.863339359503332
0,-0.025304115138636778,0.49149162749187075,6.170895145796796
0,-0.02250055925222865,0.2803555886408126,2.9197684143894946
0,-0.02073913289665493,0.17614263555737192,1.3428223390373548
0,-0.0194996315020926,0.12395013945623301,0.579575768592778
0,-0.01852870003255004,0.09709314695425582,0.21161585556616003
0,-0.017702666703715352,0.08260333288346894,0.0355971743320449
0,-0.01696088770360399,0.07417790001113628,-0.04728000508086261
0,-0.016273360870504603,0.06875268330993871,-0.08501230805506932
0,-0.015624990715729608,0.06483701547749952,-0.10091296834067442
0,-0.015007943489882592,0.061704722584701596,-0.10630350480918815
0,-0.014417932566614531,0.05900109232680618,-0.10667995891769089
0,-0.013852413201469476,0.056551936514505546,-0.10470856405013179
0,-0.013309704867764349,0.054270833370512674,-0.1016810359427347
0,-0.012788564215265589,0.05211406524987595,-0.09822152774647258
0,-0.012287976953999467,0.050058726126612246,-0.09463004661161595
0,-0.011807056109445142,0.04809208445543258,-0.09104926914708072
0,-0.011344991973345318,0.0462064136099824,-0.08754556873434505
0,-0.010901027189947643,0.044396478339767446,-0.08414837005395354
0,-0.010474444075077615,0.042658311487002755,-0.08086926087976615
0,-0.010064557899752044,0.040988617532557156,-0.07771127110708259
0,-0.009670713092696407,0.039384480705563676,-0.07467337572962451
0,-0.023465198324985316,-1.3794485232288909,-24.36688422201569
0,-0.029432532084307544,-0.596733375932223,-11.97419611883054
0,-0.03162659960940566,-0.21940675250981206,-5.951168290830085
0,-0.0320149322122145,-0.03883326028088385,-3.0203180044547233
0,-0.03155230807104153,0.046262414117297354,-1.5912633707356507
0,-0.03070163576361977,0.0850672307421759,-0.8919930099032823
0,-0.029686874240165487,0.10147615234542817,-0.5475275846073837
0,-0.028615902874832823,0.10709713653326637,-0.375665750843194
0,-0.02754022652621913,0.10756763486136955,-0.2878590227271819
0,-0.02648398944691089,0.10562370793082378,-0.24106798215780878
0,-0.025458074252139275,0.10259151947716146,-0.21436991442984532
0,-0.024466952354138358,0.09911218980009191,-0.1975908142682793
0,-0.023512011712472497,0.09549406416658617,-0.185780575764799
0,-0.022593172684351414,0.09188390281210823,-0.17652795516621056
0,-0.021709672007618693,0.08835006767327223,-0.16865568487719074
0,-0.02086044259201986,0.08492294155988325,-0.16158633891856988
0,-0.020044296949788556,0.08161456422313022,-0.15503417120172835
0,-0.01926001525697503,0.07842816928135281,-0.14885536420650047
0,-0.018506387117522134,0.07536281394528971,-0.14297525602817873
0,-0.01778223087261445,0.0724156244907685,-0.13735297313856765
0,-0.01708640203845807,0.0695828834156378,-0.13196423897843002
0,-0.016417796498899892,0.06686055395581778,-0.12679301421322042
0,-0.01577535118507855,0.06424453138213437,-0.12182742830945348
0,-0.015158043568152974,0.06173076169255756,-0.11705779634606706
0,-0.014564890608028683,0.05931529601242907,-0.11247564918565844
0,-0.01399494746916323,0.056994313886545335,-0.10807325622171476
0,-0.013447306153364307,0.05476413157989236,-0.10384338767416651
0,-0.012921094121242168,0.05262120321221389,-0.09977919349543346
0,-0.012415472936007177,0.05056211852349914,-0.09587413915197562
0,-0.011929636944899796,0.04858359911073802,-0.09212196925229393
0,-0.011462812004641217,0.04668249402585781,-0.08851668491008768
0,-0.011014254253009323,0.04485577516318948,-0.08505252797878626
0,-0.010583248926601984,0.043100532640733796,-0.08172396881485705
0,-0.01016910922389415,0.041413970270783446,-0.07852569593820902
0,-0.009771175212266326,0.039793401162782446,-0.07545260678949844
0,-0.009388812777507872,0.03823624347584534,-0.07249979918839344
0,-0.00902141261424669,0.03674001632611822,-0.0696625632935522
0,-0.0086683892557633,0.035302335848338896,-0.06693637396092178
0,-0.008329180141680883,0.03392091140824165,-0.0643168834438208
0,-0.008003244722068396,0.03259354196124864,-0.061799914401302114
0,-0.007690063596544248,0.03131811255241487,-0.059381453192746736
0,-0.007389137687019558,0.030092590952468978,-0.0570576434424509
0,-0.0070999874427712184,0.028915024424833975,-0.05482477986103049
0,-0.006822152076584908,0.02778353661863105,-0.05267930231217696
0,-0.006555188830756682,0.02669632458282257,-0.050617790114347944
0,-0.0062986722717885135,0.02565165589681686,-0.04863695656768674
0,-0.006052193612658249,0.024647865913026513,-0.04673364369700567
0,-0.0058153600615878515,0.02368335510703973,-0.044904817202117836
0,-0.005587794196275572,0.02275658653122792,-0.04314756160719621
0,-0.005369133362597856,0.021866083367771617,-0.04145907560119952
0,-0.005159029096825455,0.021010426577240192,-0.03983666756174131
0,-0.008052500965790896,-0.7196573397019846,-12.400746825480567
0,-0.011248962712605004,-0.3196461746814107,-6.079358756247513
0,-0.012514366025199983,-0.1265403312594979,-3.007127905955486
0,-0.01285309193823229,-0.03387259130323053,-1.5128972910839824
0,-0.01275251505246852,0.010057688576376914,-0.7851044079551358
0,-0.012448934582230021,0.0303580470238499,-0.42963909348772544
0,-0.012056719214113953,0.039221536811606804,-0.25509300709840166
0,-0.01163103006097167,0.042568915314228434,-0.1684964740717037
0,-0.011198285165410965,0.04327448955607042,-0.12468987992503933
0,-0.010770956116614498,0.0427329048796467,-0.10173549016787525
0,-0.010354754529106064,0.04162015875084347,-0.08897500562740629
0,-0.009952122121738257,0.04026324073678053,-0.08122891115749481
0,-0.00956392538773422,0.03881967340040376,-0.07597895897528606
0,-0.009190278215254737,0.037364717247948244,-0.07199962830613876
0,-0.008830940956435591,0.03593372588191467,-0.06869339062660357
0,-0.008485513789640875,0.03454271667947159,-0.06576783120210627
0,-0.008153530185585447,0.03319836040554274,-0.06307881814986227
0,-0.007834501870539112,0.031902831504633515,-0.06055432417907597
0,-0.007527940248265455,0.030656162227365665,-0.05815742278449637
0,-0.007233366404152077,0.029457384411337828,-0.05586831211169288
0,-0.0069503155793430955,0.028305082480898136,-0.053675580875380435
0,-0.00677081896730114,0.017949661204195562,-0.2101047185934714
0,-0.006550781471249387,0.02200374960517527,-0.1272354690584811
0,-0.006316252835114641,0.023452863613474626,-0.0860012620085733
0,-0.006079681612943142,0.023657122217149894,-0.06502720449678864
0,-0.005846918403519693,0.023276320942344962,-0.053930286780526554
0,-0.005620616920023409,0.022630148349628367,-0.04766616860202802
0,-0.005401885545363417,0.02187313746599919,-0.04378349000390944
0,-0.005191089181972969,0.02107963633904484,-0.041090322086543146
0,0.014153643664436643,1.5086576648082675,25.793183822702442
0,0.020910021059439572,0.675637739500293,12.635407065043605
0,0.023643047810332784,0.27330267508932105,6.241502758379927
0,0.024443173735390324,0.08001259250575402,3.1321433131278797
0,0.024324912490233108,-0.01182612451572157,1.617827689461645
0,0.02378030205492888,-0.05446104353042272,0.8783875034835518
0,0.023047614820164597,-0.07326872347642849,0.5155237339537735
0,0.022241868552967645,-0.08057462671969524,0.335754804995156
0,0.02141822737252847,-0.08236411804391754,0.24507772836114383
0,0.02060280350355838,-0.08154238689700917,0.1978161505497985
0,0.019807621377546797,-0.07951821260115804,0.17177304496626178
0,0.019037886943790928,-0.07697344337558697,0.15615915429260752
0,0.01829551842122947,-0.07423685225614546,0.14572793074694135
0,0.01758086069027778,-0.0714657730951693,0.13792591880001526
0,0.016893517252160765,-0.06873434381170165,0.13150824284975682
0,0.01623275350876394,-0.06607637433968261,0.12586593959281733
0,0.015597691815223863,-0.06350616935400778,0.1206991456330967
0,0.014987405406886112,-0.061028640833774996,0.11585831777689226
0,0.014400963231590496,-0.05864421752956155,0.1112670896052445
0,0.0034076697032569252,-1.099329352833357,-17.770621649962322
0,-0.0017911525327416683,-0.5198822235998594,-8.658328034536579
0,-0.004181224164320594,-0.23900716315789255,-4.230703890108542
0,-0.005212448858266128,-0.10312246939455336,-2.0793062718359643
0,-0.00558878703343288,-0.037633817516675175,-1.033477709487072
0,-0.005651933133305929,-0.006314609987304903,-0.5246220214707166
0,-0.00556764948745344,0.008428364585249008,-0.2765942052306764
0,-0.00541626031039527,0.0151389177058169,-0.1552790628161455
0,-0.0052366015229687365,0.01796587874265338,-0.09553907076927562
0,-0.005047365866541212,0.01892356564275248,-0.06573703097752243
0,0.0033179326177179506,0.7808027538008837,13.050514646823666
0,0.0068949232470958115,0.35769906293778614,6.379139335115788
0,0.008425463078567407,0.15305398314715962,3.1373894333861214
0,0.008970174809172478,0.05447117306050718,1.5614503883199733
0,0.009043854423193571,0.0073679614021093034,0.7945763768509566
0,0.008896226263164223,-0.01476281600293481,0.42069786814461724
0,0.008648287245728218,-0.02479390174360057,0.23774652250309042
0,0.008358524150544706,-0.028976309518351166,0.14758027588032419
0,0.00805507389461436,-0.03034502559303464,0.10253048987497893
0,0.007751343136428615,-0.03037307581857442,0.07944275104029724
0,0.007453594252014189,-0.02977488844144262,0.06706911890854925
0,0.007164629424373903,-0.028896482764028654,0.05994466254902661
0,0.006885579610540875,-0.02790498138330276,0.05541331486272688
0,0.0066167730673120295,-0.026880654322884584,0.05218333335521291
0,0.00635815683633472,-0.025861623097731015,0.04962568810940449
0,0.006109501117630555,-0.02486557187041642,0.04743328867154065
0,0.005870498206729663,-0.0239002910900892,0.04545546974189085
0,0.005640810234939817,-0.022968797178984604,0.04361759954847291
0,0.005420092056015976,-0.022071817892384098,0.041882031965715855
0,0.005208002073453796,-0.02120899825621804,0.04022913910156628
0,0.005004207221975581,-0.020379485147821445,0.03864809688840751
0,0.0051799582726045675,0.43159042239701173,7.463064268020829
0,0.007089824199687285,0.1909865927082717,3.6599217100802766
0,0.007838430400502378,0.07486062008150932,1.811485709653665
0,0.008030036646690521,0.019160624618814286,0.9124221766721696
0,0.007957844658091054,-0.007219198859946742,0.47448646281813517
0,0.007763995127451859,-0.019384953063919512,0.2605601954440682
0,0.007517271285171344,-0.02467238422805155,0.15548018058671825
0,0.007250837361699528,-0.02664339234718152,0.10331177758244137
0,0.006980567276013186,-0.027027008568634228,0.07688635569052898
0,0.006713946337951762,-0.026662093806142442,0.06300662249145361
0,0.006454394374012061,-0.02595519639397004,0.05526110306893095
0,0.006203365088724446,-0.025102928528761576,0.05053420380872212
0,0.005961365374241073,-0.024199971448337302,0.047311175318885235
0,0.005728450060809593,-0.02329153134314796,0.04485484338294449
0,0.005504461906310895,-0.022398815449869772,0.04280575168720005
0,0.005289147863085284,-0.021531404322561076,0.04098795265347763
0,0.0050822152655843585,-0.020693259750092553,0.03931467994292276
0,0.001837330396475238,0.18190643165156095,3.1197568457206164
0,0.002649249454545082,0.08119190580698439,1.5287446690714972
0,0.0029748262015310933,0.03255767469860116,0.7555052246376784
0,-0.01620679137004703,-1.8589432723534336,-30.0
0,-0.024557025429276395,-0.8350234059229367,-15.51981783362935
0,-0.02796107431709758,-0.34040488878211855,-7.662468264554549
0,-0.028987844520114266,-0.10267702030166861,-3.8416820829408516
0,-0.028884103531076035,0.010374098903823278,-1.9809299432179195
0,-0.02825462228300469,0.06294812480713462,-1.072371350012455
0,-0.02739233514941762,0.08622871335870684,-0.6265998928631106
0,-0.02643869719133603,0.09536379580815896,-0.4058636991070502
0,-0.025461591802426953,0.0977105388909076,-0.29463752118816955
0,-0.024493185489698192,0.09684063127287618,-0.23677936096981733
0,-0.023548321340671856,0.09448641490263363,-0.20500236940491834
0,-0.02263345567722088,0.0914865663450975,-0.1860415344058053
0,-0.021750999327918494,0.08824563493023853,-0.1734456963280553
0,-0.020901425909278196,0.08495734186402978,-0.16407489367483152
0,-0.020084295103382842,0.08171308058953541,-0.15639830145888955
0,-0.019298748774154408,0.07855463292284352,-0.14966715941903042
0,-0.01854375098529288,0.07549977888615292,-0.14351288758342817
0,-0.01781820362771278,0.07255473575801,-0.1377518083224918
0,-0.01712100164955333,0.06972019781594475,-0.13229025904443115
0,-0.016451058979436523,0.0669942670116808,-0.12707848345457518
0,-0.01580732024704196,0.06437387323945645,-0.12208822308401446
0,-0.015188765637780134,0.061855460926182604,-0.11730182396602673
0,-0.014594412444653908,0.05943531931262255,-0.11270693810174448
0,-0.014023315047047348,0.05710973976065596,-0.10829394328517594
0,-0.013474564155541748,0.05487508915056017,-0.10405468379664629
0,-0.012947285729220335,0.052727842632141295,-0.09998185301718848
0,-0.01244063976179069,0.05066459674296449,-0.09606868811168301
0,-0.011953819030815693,0.04868207309749957,-0.09230881652791167
0,-0.011486047854816508,0.04677711759991838,-0.08869617645263117
0,-0.01103658087899151,0.04494669758249979,-0.08522497339331331
0,-0.010604701898665332,0.04318789803261772,-0.08188965449966207
0,-0.010189722723969714,0.041497917469561864,-0.0786848916856715
0,-0.009790982086566943,0.03987406374027709,-0.07560556920229367
0,-0.009407844587953783,0.038313749861315985,-0.07264677354046101
0,-0.00903969968829829,0.036814489965549396,-0.06980378462762343
0,-0.008685960734509226,0.0353738953789065,-0.06707206780753644
0,-0.008346064026145511,0.03398967083637135,-0.06444726634911702
0,-0.008019467917757678,0.03265961083878339,-0.061925194354849666
0,-0.007705651956273989,0.03138159614836893,-0.05950183000004
0,-0.007404116052081205,0.030153590419278335,-0.05717330906400808
0,-0.007114379682494168,0.028973636958703742,-0.05493591872902154
0,-0.006835981126355059,0.02783985561391091,-0.05278609163013678
0,-0.006568476728550087,0.026750439780497216,-0.050720400142915095
0,-0.006311440193277393,0.02570365352726938,-0.048735550898025726
0,-0.006064461904944765,0.0246978288332628,-0.046828379512940665
0,-0.0058271482756190405,0.023731362932572435,-0.0449958455316882
0,-0.005599121117990847,0.022802715762819326,-0.04323502756418213
0,-0.005380017042858534,0.02191040751323131,-0.041543118617079294
0,-0.005169486880173855,0.02105301626846797,-0.03991742160849088
0,-0.00035151165937831767,0.3557742128879551,5.807685101655883
0,0.001315842875457117,0.16673545348354346,2.8321332367285077
0,0.002067458925181823,0.07516160497247058,1.3865173428866324
0,0.0023766029900006134,0.030914406481879056,0.6839911967870376
0,0.006673169045116259,0.6649164783183986,11.400356582087882
0,0.009641886558309937,0.2968717513193677,5.586258588351839
0,0.010833313598795972,0.1191427040486035,2.760649472887339
0,0.01117132724548949,0.03380136466935184,1.3864741763406667
0,0.011104253685480993,-0.0067073560008496375,0.7172640071743943
0,0.010849475636306267,-0.025477804917472632,0.3905112994124426
0,0.010512223072257609,-0.03372525640486578,0.23015658611246964
0,0.010143266817043166,-0.036895625521444396,0.15068687165137812
0,0.009766939735470803,-0.037632708157236225,0.11056566851017147
0,0.009394746324338944,-0.03721934111318597,0.08961592416094233
0,0.009031972530116643,-0.03627737942223005,0.07803512406806995
0,0.008680895721510583,-0.0351076808606059,0.07105986582682533
0,0.008342343337160617,-0.03385523843499659,0.0663743819755761
0,0.017271524374831877,0.8929181037671259,15.928063562032811
0,0.021091630672359394,0.3820106297527516,7.834205805130282
0,0.022450410753042514,0.1358780080683119,3.8997502649163884
0,0.022632977343365696,0.0182566590323181,1.9850404946681959
0,0.022262815572706717,-0.03701617706589772,1.0513723659931726
0,0.021642083312588416,-0.062073226011829914,0.594383206381087
0,0.02091687183599101,-0.07252114765974058,0.36909752440889737
0,0.020157480338601298,-0.07593914973897106,0.2565056921617157
0,0.019397412747707697,-0.07600675908936022,0.19878601563228337
0,0.0186523223729972,-0.07450903747104955,0.16784243719342617
0,0.017929214780617226,-0.07231075923799757,0.1500205951514917
0,0.017230917819022668,-0.06982969615945597,0.13868251732070846
0,0.016558252312857808,-0.06726655061648597,0.13059914348525892
0,0.015911085720443603,-0.06471665924142066,0.12419768758242455
0,0.01528884315226589,-0.06222425681777115,0.11871015488637882
0,0.014690754805485741,-0.05980883467801505,0.11375967154846645
0,0.014115975382157388,-0.05747794233283527,0.10915951479530916
0,0.0013548328227047171,-1.2761142559452672,-20.822187791033585
0,-0.004627641522934869,-0.5982474345639586,-10.15472073465395
0,-0.0073263592631370444,-0.26987177402021756,-4.971085137429063
0,-0.008438349126947556,-0.11119898638105119,-2.4520285626872225
0,-0.008787470360990687,-0.0349121234043132,-1.2271258561263116
0,-0.00877354661361478,0.0013923747375906223,-0.6307958016741331
0,-0.008590474599272572,0.01830720143422087,-0.3398028666438662
0,-0.008332147532707923,0.025832706656464845,-0.1971613724971359
0,0.007175178352161648,1.550732588486957,25.96218740660411
0,0.014267735428304165,0.7092557076142517,12.692867841982121
0,0.017290854013772793,0.3023118585468628,6.244755078046181
0,0.0183539397383289,0.1063085724556107,3.1101290289258143
0,0.01848081397462229,0.012687423629339056,1.5846261691780417
0,0.018168153601001106,-0.031266037362118464,0.840731948019604
0,0.01765662695588805,-0.051152664511305374,0.4765978451430965
0,0.017062570344054593,-0.059405661183345865,0.297043762145079
0,0.016441945957531037,-0.062062438652355646,0.20725752429541677
0,0.01582140935719177,-0.06205366003392662,0.16117832908239632
0,0.015213400444393585,-0.060800891279818595,0.13642709401625785
0,0.014623473496146656,-0.05899269482469276,0.12212888753719464
0,0.014053857123020654,-0.05696163731260018,0.11299738124832415
0,0.013505182834584222,-0.05486742884364309,0.10646118642002478
0,0.012977323991910514,-0.052785884267370776,0.1012678826342242
0,0.012469802643232317,-0.050752134867819834,0.09680588553745434
0,0.011981986481137132,-0.04878161620951848,0.092775026786734
0,0.011513183876281259,-0.04688026048558722,0.08902652956933743
0,0.01106268942682731,-0.045049444945394805,0.08548527116655258
0,0.010629805495164782,-0.04328839316625292,0.08211201750993397
0,0.01021385210372725,-0.04159533914375326,0.0788850744765679
0,0.009814171198518148,-0.039968090520910216,0.07579137099906391
0,0.009430128198087771,-0.038404300043037645,0.07282212377344421
0,0.009061112244375506,-0.03690159537122663,0.06997072757920969
0,0.008706535842614173,-0.03545764017613325,0.06723172680520717
0,0.008365834223320797,-0.03407016192933751,0.0646003122955009
0,0.008038464587396543,-0.0327369635924253,0.06207207349813176
0,0.0077239053118419825,-0.03145592755545611,0.05964287475645935
0,0.007421655153055515,-0.0302250158786467,0.05730879203003042
0,0.007131232465018979,-0.029042268803653612,0.05506607909304698
0,0.0068521744401487126,-0.02790580248702669,0.05291114817153031
0,0.006584036375987928,-0.02681380641607848,0.050840557709735
0,0.006326390968704143,-0.025764540728378495,0.048851003710889296
0,0.006078827633303462,-0.024756333540068117,0.04693931292113776
0,0.005840951849984164,-0.023787578331929807,0.04510243701159353
0,0.005612384535835164,-0.022856731414900036,0.04333744734392811
0,0.005392761440999539,-0.021962309483562537,0.04164153011420629
0,0.005181732568401071,-0.021102887259846877,0.04001198177148127
0,0.0043333186629709525,0.4282797886283852,7.3457031651243705
0,0.006244764858047951,0.19114461950769987,3.59957105554592
0,0.007011109640779275,0.07663447827313238,1.778947550383517
0,0.007227641204163269,0.021653156338399412,0.8935202118162301
0,0.007183228580732105,-0.004441262343116394,0.462330898873726
0,0.00701793216938178,-0.016529641135032504,0.251799044484353
0,0.006799548323479979,-0.02183838459018004,0.14848015769501116
0,0.006560784775931603,-0.023876354754837608,0.09727485621775883
0,0.006317315775737503,-0.024346900019409964,0.07142055299856323
0,0.006076550895792654,-0.024076487994484995,0.05791743087422041
0,0.0058418936138353835,-0.02346572819572701,0.0504501318758262
0,0.005614809342194558,-0.022708427164082536,0.04594991898759926
0,0.005395829544208533,-0.021897979798602543,0.04292495637512206
0,0.005185039132451067,-0.021079041175746556,0.040649343379520975
0,-0.0076576816635759454,-0.8111907379597713,-13.872284187136145
0,-0.011289247180416332,-0.36315655168403865,-6.795833170221208
0,-0.023360681286064815,-1.2071434105648484,-21.533402701996025
0,-0.02852575725672981,-0.5165075970664994,-10.59157453596138
0,-0.0303634025095036,-0.18376452527737913,-5.273091066801188
0,-0.030610650664537064,-0.024724815503346237,-2.684652302599177
0,-0.030110355691109016,0.05002949734280482,-1.4222245506082525
0,-0.029271076869966398,0.08392788211426175,-0.804178248901922
0,-0.028290399501151985,0.09806773688144133,-0.4994200178845618
0,-0.02726342652983809,0.10269729713138942,-0.34707408499454884
0,-0.026235495125210583,0.10279314046275065,-0.2689586841424083
0,-0.025227793150976428,0.10077019742341539,-0.22707468130641817
0,-0.024249806398699947,0.09779867522764824,-0.20295014665173405
0,-0.023305366039398957,0.09444403593009885,-0.187602854126812
0,-0.02239558605699575,0.09097799824032059,-0.1766623541351674
0,-0.021520289412632,0.08752966443637496,-0.16799945635726532
0,-0.020678699877989395,0.08415895346426047,-0.1605742610142803
0,-0.019869777089784872,0.08089227882045234,-0.15387636740549204
0,-0.019092378288661352,0.07773988011235215,-0.1476528530277762
0,-0.01834533588819332,0.07470424004680346,-0.14177609064763685
0,-0.017627494187995675,0.07178417001976446,-0.13617951515330506
0,-0.016937726274792963,0.06897679132027135,-0.13082640736171125
0,-0.016274941334437326,0.06627849403556374,-0.12569472042954777
0,-0.015638087340303714,0.06368539941336111,-0.12076970109298313
0,-0.015026151529096438,0.061193581120727626,-0.11604029830525964
0,-0.014438159834106346,0.05879916949900921,-0.1114974121980365
0,-0.013873175843089338,0.05649839910170073,-0.10713303737218016
0,-0.013330299555097362,0.05428762879919746,-0.10293984090996772
0,-0.012808666068373947,0.05216334867234153,-0.09891095181031484
0,-0.012307444262380025,0.050122180599392135,-0.09503985335622567
0,-0.011825835503515982,0.048160875886404164,-0.09132032570006388
0,-0.003721482419999849,0.8104353083516133,13.011075329636087
0,0.00013547935493582377,0.38569617749356727,6.334623170012912
0,0.001932668120997429,0.17971887660616054,3.090988594145971
0,0.0027324599232593193,0.07997918022618901,1.5150577376891814
0,0.003050702629777631,0.03182427065183115,0.7491318387398849
0,0.014580757162645952,1.368373860184834,23.524657233673736
0,0.020673853513571056,0.6093096350925105,11.53022116798451
0,0.02310200533831884,0.24281518247477846,5.701431221282926
0,0.023770673005141386,0.06686676668225464,2.8666016733309814
0,0.02360455869177946,-0.016611431336192473,1.4857610536636925
0,0.023052093929187684,-0.055246476259177744,0.8112908969816387
0,0.02233038691741271,-0.07217070117749738,0.4801119470940854
0,0.02154419441801555,-0.07861924993971611,0.3158498672765293
0,0.02074371688475252,-0.08004775332630282,0.2328137772028931
0,0.019952676258830234,-0.07910406259222844,0.18936664877967824
0,0.01918195637620614,-0.07707198826240959,0.1652745496153819
0,0.018436229045571982,-0.07457273306341555,0.15070234894896883
0,0.01771717225067742,-0.07190567948945624,0.14086729731555492
0,0.017025032693055026,-0.06921395576223939,0.13344145411144692
0,0.01635938399412498,-0.06656486989300463,0.1272896616242859
0,0.015719494164415284,-0.06398898297096946,0.12185640062096215
0,0.015104503283390294,-0.061499088102499024,0.11686790280885573
0,0.014513509011571963,-0.059099427181833135,0.11218742651561958
0,0.01394560735948996,-0.05679016520820017,0.10774494300821341
0,0.01339991175116725,-0.054569560832271005,0.10350297271399711
0,0.012875561572507183,-0.05243501786600672,0.099439983388522
0,0.01237172563954975,-0.05038359329574334,0.09554231997223356
0,0.011887603225688523,-0.04841224138612268,0.09180027921604328
0,0.01142242392879569,-0.046517929689283324,0.0882061979385595
0,0.010975446999491994,-0.044697692930369654,0.08475351963756106
0,0.01054596043137179,-0.042948656812020376,0.08143633653672255
0,0.010133279958380138,-0.04126804729916528,0.07824916275870863
0,0.009736748028984677,-0.03965319293954607,0.07518681994188325
0,0.009355732790118922,-0.038101523886575624,0.07224437764301855
0,0.008989627096096065,-0.03661056940228569,0.06941712051215188
0,0.008637847549088773,-0.03517795470072921,0.06670052862555703
0,0.008299833573621672,-0.03380139754671016,0.06409026435771725
0,0.007975046525537304,-0.03247870480843673,0.061582162571185595
0,0.007662968834959802,-0.031207769057750277,0.059172222553998344
0,0.007363103182352653,-0.029986565260714873,0.05685660093638986
0,0.0070749717065851855,-0.028813147576746787,0.05463160520838717
0,0.006798115243859083,-0.027685646272610255,0.05249368764943313
0,0.006532092596339644,-0.02660226475194386,0.05043943957348124
0,0.006276479829356411,-0.025561276698323285,0.048465585838034925
0,0.00603086959606978,-0.024561023328663126,0.04656897958767017
0,0.005794870488537164,-0.0235999107532615,0.04474659721348617
0,0.005568106414150858,-0.022676407438630582,0.04299553351539456
0,0.005350215996458285,-0.021789041769257354,0.04131299705698968
0,0.005140851999413129,-0.020936399704515638,0.03969630570427257
0,0.015073468456100587,1.3252539868572477,22.854260865715286
0,0.020955453262289366,0.5881984806188778,11.204970633102006
0,0.02327941750838361,0.23239642460942433,5.543805975442597
0,0.023895887365485792,0.06164698571021826,2.790348097210739
0,0.02370288965513482,-0.019299771035097432,1.4490113803011777
0,0.02313589801980073,-0.056699163533408904,0.7937174179246133
0,0.022405724101633516,-0.07301739181672112,0.47184261252475795
0,0.02161406369523828,-0.07916604063952375,0.3120898295315717
0,0.02080962811803451,-0.08044355772037697,0.23123422269334115
0,0.02001541383485323,-0.07942142831812771,0.18883666295836465
0,0.019241950266171523,-0.07734635686817072,0.16524512684910753
0,0.018493735140345913,-0.07482151258256108,0.15090715570149515
0,0.01777236003930394,-0.07213751010419715,0.1411773049533479
